dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1934-02-01,2.386,0.54,Berlin,Germany,52.24N,13.14E
1934-03-01,5.688,0.277,Berlin,Germany,52.24N,13.14E
1934-04-01,11.373,0.223,Berlin,Germany,52.24N,13.14E
1934-05-01,14.731,0.246,Berlin,Germany,52.24N,13.14E
1934-06-01,17.978,0.277,Berlin,Germany,52.24N,13.14E
1934-07-01,19.726,0.24,Berlin,Germany,52.24N,13.14E
1934-08-01,18.243,0.202,Berlin,Germany,52.24N,13.14E
1934-09-01,16.898,0.173,Berlin,Germany,52.24N,13.14E
1934-10-01,10.627,0.225,Berlin,Germany,52.24N,13.14E
1934-11-01,5.132,0.252,Berlin,Germany,52.24N,13.14E
1934-12-01,4.467,0.256,Berlin,Germany,52.24N,13.14E
1935-01-01,-0.528,0.246,Berlin,Germany,52.24N,13.14E
1935-02-01,2.536,0.332,Berlin,Germany,52.24N,13.14E
1935-03-01,3.137,0.38,Berlin,Germany,52.24N,13.14E
1935-04-01,8.588,0.234,Berlin,Germany,52.24N,13.14E
1935-05-01,11.358,0.244,Berlin,Germany,52.24N,13.14E
1935-06-01,18.837,0.241,Berlin,Germany,52.24N,13.14E
1935-07-01,18.83,0.251,Berlin,Germany,52.24N,13.14E
1935-08-01,18.009,0.26,Berlin,Germany,52.24N,13.14E
1935-09-01,15.139,0.163,Berlin,Germany,52.24N,13.14E
1935-10-01,9.497,0.251,Berlin,Germany,52.24N,13.14E
1935-11-01,5.808,0.355,Berlin,Germany,52.24N,13.14E
1935-12-01,0.831,0.213,Berlin,Germany,52.24N,13.14E
1936-01-01,3.296,0.423,Berlin,Germany,52.24N,13.14E
1936-02-01,0.125,0.208,Berlin,Germany,52.24N,13.14E
1936-03-01,5.4,0.207,Berlin,Germany,52.24N,13.14E
1936-04-01,7.385,0.169,Berlin,Germany,52.24N,13.14E
1936-05-01,13.827,0.321,Berlin,Germany,52.24N,13.14E
1936-06-01,17.745,0.255,Berlin,Germany,52.24N,13.14E
1936-07-01,18.968,0.222,Berlin,Germany,52.24N,13.14E
1936-08-01,17.69,0.174,Berlin,Germany,52.24N,13.14E
1936-09-01,14.231,0.126,Berlin,Germany,52.24N,13.14E
1936-10-01,6.817,0.137,Berlin,Germany,52.24N,13.14E
1936-11-01,4.171,0.129,Berlin,Germany,52.24N,13.14E
1936-12-01,1.959,0.26,Berlin,Germany,52.24N,13.14E
1937-01-01,-2.745,0.196,Berlin,Germany,52.24N,13.14E
1937-02-01,2.203,0.363,Berlin,Germany,52.24N,13.14E
1937-03-01,3.658,0.285,Berlin,Germany,52.24N,13.14E
1937-04-01,8.938,0.223,Berlin,Germany,52.24N,13.14E
1937-05-01,16.689,0.211,Berlin,Germany,52.24N,13.14E
1937-06-01,18.173,0.405,Berlin,Germany,52.24N,13.14E
1937-07-01,18.539,0.12,Berlin,Germany,52.24N,13.14E
1937-08-01,18.733,0.189,Berlin,Germany,52.24N,13.14E
1937-09-01,15.142,0.214,Berlin,Germany,52.24N,13.14E
1937-10-01,10.528,0.174,Berlin,Germany,52.24N,13.14E
1937-11-01,3.641,0.257,Berlin,Germany,52.24N,13.14E
1937-12-01,-0.553,0.218,Berlin,Germany,52.24N,13.14E
1938-01-01,1.682,0.214,Berlin,Germany,52.24N,13.14E
1938-02-01,1.768,0.284,Berlin,Germany,52.24N,13.14E
1938-03-01,8.312,0.202,Berlin,Germany,52.24N,13.14E
1938-04-01,6.119,0.343,Berlin,Germany,52.24N,13.14E
1938-05-01,12.225,0.225,Berlin,Germany,52.24N,13.14E
1938-06-01,17.046,0.197,Berlin,Germany,52.24N,13.14E
1938-07-01,18.719,0.23,Berlin,Germany,52.24N,13.14E
1938-08-01,20.076,0.217,Berlin,Germany,52.24N,13.14E
1938-09-01,15.118,0.177,Berlin,Germany,52.24N,13.14E
1938-10-01,9.823,0.22,Berlin,Germany,52.24N,13.14E
1938-11-01,7.893,0.29,Berlin,Germany,52.24N,13.14E
1938-12-01,-1.579,0.218,Berlin,Germany,52.24N,13.14E
1939-01-01,2.846,0.284,Berlin,Germany,52.24N,13.14E
1939-02-01,2.947,0.344,Berlin,Germany,52.24N,13.14E
1939-03-01,2.464,0.265,Berlin,Germany,52.24N,13.14E
1939-04-01,9.625,0.081,Berlin,Germany,52.24N,13.14E
1939-05-01,11.574,0.161,Berlin,Germany,52.24N,13.14E
1939-06-01,17.688,0.207,Berlin,Germany,52.24N,13.14E
1939-07-01,19.017,0.197,Berlin,Germany,52.24N,13.14E
1939-08-01,19.791,0.237,Berlin,Germany,52.24N,13.14E
1939-09-01,15.021,0.193,Berlin,Germany,52.24N,13.14E
1939-10-01,6.765,0.168,Berlin,Germany,52.24N,13.14E
1939-11-01,5.575,0.143,Berlin,Germany,52.24N,13.14E
1939-12-01,-1.448,0.459,Berlin,Germany,52.24N,13.14E
1940-01-01,-9.689,0.24,Berlin,Germany,52.24N,13.14E
1940-02-01,-6.861,0.376,Berlin,Germany,52.24N,13.14E
1940-03-01,2.655,0.201,Berlin,Germany,52.24N,13.14E
1940-04-01,8.685,0.278,Berlin,Germany,52.24N,13.14E
1940-05-01,13.001,0.177,Berlin,Germany,52.24N,13.14E
1940-06-01,18.578,0.342,Berlin,Germany,52.24N,13.14E
1940-07-01,17.919,0.272,Berlin,Germany,52.24N,13.14E
1940-08-01,15.649,0.355,Berlin,Germany,52.24N,13.14E
1940-09-01,12.966,0.214,Berlin,Germany,52.24N,13.14E
1940-10-01,7.979,0.242,Berlin,Germany,52.24N,13.14E
1940-11-01,6.058,0.175,Berlin,Germany,52.24N,13.14E
1940-12-01,-2.472,0.322,Berlin,Germany,52.24N,13.14E
1941-01-01,-6.353,0.306,Berlin,Germany,52.24N,13.14E
1941-02-01,-0.191,0.194,Berlin,Germany,52.24N,13.14E
1941-03-01,3.382,0.193,Berlin,Germany,52.24N,13.14E
1941-04-01,5.865,0.219,Berlin,Germany,52.24N,13.14E
1941-05-01,10.341,0.278,Berlin,Germany,52.24N,13.14E
1941-06-01,17.16,0.305,Berlin,Germany,52.24N,13.14E
1941-07-01,19.849,0.31,Berlin,Germany,52.24N,13.14E
1941-08-01,16.384,0.245,Berlin,Germany,52.24N,13.14E
1941-09-01,12.954,0.294,Berlin,Germany,52.24N,13.14E
1941-10-01,8.405,0.265,Berlin,Germany,52.24N,13.14E
1941-11-01,1.767,0.264,Berlin,Germany,52.24N,13.14E
1941-12-01,1.851,0.252,Berlin,Germany,52.24N,13.14E
1942-01-01,-7.867,0.433,Berlin,Germany,52.24N,13.14E
1942-02-01,-5.213,0.266,Berlin,Germany,52.24N,13.14E
1942-03-01,0.256,0.2,Berlin,Germany,52.24N,13.14E
1942-04-01,7.825,0.325,Berlin,Germany,52.24N,13.14E
1942-05-01,13.214,0.227,Berlin,Germany,52.24N,13.14E
1942-06-01,14.884,0.266,Berlin,Germany,52.24N,13.14E
1942-07-01,17.169,0.397,Berlin,Germany,52.24N,13.14E
1942-08-01,19.425,0.412,Berlin,Germany,52.24N,13.14E
1942-09-01,16.248,0.271,Berlin,Germany,52.24N,13.14E
1942-10-01,11.259,0.148,Berlin,Germany,52.24N,13.14E
1942-11-01,3.912,0.225,Berlin,Germany,52.24N,13.14E
1942-12-01,2.545,0.318,Berlin,Germany,52.24N,13.14E
1943-01-01,-0.732,0.306,Berlin,Germany,52.24N,13.14E
1943-02-01,3.791,0.319,Berlin,Germany,52.24N,13.14E
1943-03-01,6.512,0.309,Berlin,Germany,52.24N,13.14E
1943-04-01,10.13,0.198,Berlin,Germany,52.24N,13.14E
1943-05-01,13.439,0.335,Berlin,Germany,52.24N,13.14E
1943-06-01,15.663,0.19,Berlin,Germany,52.24N,13.14E
1943-07-01,18.869,0.357,Berlin,Germany,52.24N,13.14E
1943-08-01,19.774,0.278,Berlin,Germany,52.24N,13.14E
1943-09-01,14.87,0.309,Berlin,Germany,52.24N,13.14E
1943-10-01,10.69,0.331,Berlin,Germany,52.24N,13.14E
1943-11-01,2.964,0.191,Berlin,Germany,52.24N,13.14E
1943-12-01,0.082,0.182,Berlin,Germany,52.24N,13.14E
1944-01-01,3.513,0.387,Berlin,Germany,52.24N,13.14E
1944-02-01,0.067,0.312,Berlin,Germany,52.24N,13.14E
1944-03-01,1.849,0.385,Berlin,Germany,52.24N,13.14E
1944-04-01,8.974,0.174,Berlin,Germany,52.24N,13.14E
1944-05-01,12.539,0.283,Berlin,Germany,52.24N,13.14E
1944-06-01,15.655,0.362,Berlin,Germany,52.24N,13.14E
1944-07-01,19.366,0.226,Berlin,Germany,52.24N,13.14E
1944-08-01,21.352,0.52,Berlin,Germany,52.24N,13.14E
1944-09-01,14.466,0.298,Berlin,Germany,52.24N,13.14E
1944-10-01,9.586,0.16,Berlin,Germany,52.24N,13.14E
1944-11-01,4.919,0.257,Berlin,Germany,52.24N,13.14E
1944-12-01,-0.577,0.2,Berlin,Germany,52.24N,13.14E
1945-01-01,-3.267,0.299,Berlin,Germany,52.24N,13.14E
1945-02-01,4.115,0.187,Berlin,Germany,52.24N,13.14E
1945-03-01,6.91,0.138,Berlin,Germany,52.24N,13.14E
1945-04-01,9.198,0.144,Berlin,Germany,52.24N,13.14E
1945-05-01,14.356,0.221,Berlin,Germany,52.24N,13.14E
1945-06-01,17.358,0.187,Berlin,Germany,52.24N,13.14E
1945-07-01,18.888,0.137,Berlin,Germany,52.24N,13.14E
1945-08-01,17.695,0.186,Berlin,Germany,52.24N,13.14E
1945-09-01,14.674,0.207,Berlin,Germany,52.24N,13.14E
1945-10-01,10.248,0.093,Berlin,Germany,52.24N,13.14E
1945-11-01,4.194,0.15,Berlin,Germany,52.24N,13.14E
1945-12-01,1.295,0.199,Berlin,Germany,52.24N,13.14E
1946-01-01,-1.276,0.284,Berlin,Germany,52.24N,13.14E
1946-02-01,2.386,0.287,Berlin,Germany,52.24N,13.14E
1946-03-01,3.996,0.165,Berlin,Germany,52.24N,13.14E
1946-04-01,10.871,0.257,Berlin,Germany,52.24N,13.14E
1946-05-01,15.517,0.262,Berlin,Germany,52.24N,13.14E
1946-06-01,16.255,0.118,Berlin,Germany,52.24N,13.14E
1946-07-01,20.226,0.338,Berlin,Germany,52.24N,13.14E
1946-08-01,17.606,0.236,Berlin,Germany,52.24N,13.14E
1946-09-01,15.343,0.172,Berlin,Germany,52.24N,13.14E
1946-10-01,6.927,0.236,Berlin,Germany,52.24N,13.14E
1946-11-01,4.009,0.289,Berlin,Germany,52.24N,13.14E
1946-12-01,-2.392,0.176,Berlin,Germany,52.24N,13.14E
1947-01-01,-5.472,0.344,Berlin,Germany,52.24N,13.14E
1947-02-01,-8.272,0.476,Berlin,Germany,52.24N,13.14E
1947-03-01,2.246,0.356,Berlin,Germany,52.24N,13.14E
1947-04-01,10.014,0.21,Berlin,Germany,52.24N,13.14E
1947-05-01,15.653,0.281,Berlin,Germany,52.24N,13.14E
1947-06-01,19.104,0.269,Berlin,Germany,52.24N,13.14E
1947-07-01,19.789,0.309,Berlin,Germany,52.24N,13.14E
1947-08-01,19.025,0.314,Berlin,Germany,52.24N,13.14E
1947-09-01,18.331,0.427,Berlin,Germany,52.24N,13.14E
1947-10-01,8.088,0.54,Berlin,Germany,52.24N,13.14E
1947-11-01,5.353,0.233,Berlin,Germany,52.24N,13.14E
1947-12-01,1.592,0.166,Berlin,Germany,52.24N,13.14E
1948-01-01,2.681,0.296,Berlin,Germany,52.24N,13.14E
1948-02-01,0.263,0.235,Berlin,Germany,52.24N,13.14E
1948-03-01,5.964,0.277,Berlin,Germany,52.24N,13.14E
1948-04-01,11.327,0.166,Berlin,Germany,52.24N,13.14E
1948-05-01,14.677,0.214,Berlin,Germany,52.24N,13.14E
1948-06-01,17.283,0.23,Berlin,Germany,52.24N,13.14E
1948-07-01,17.79,0.223,Berlin,Germany,52.24N,13.14E
1948-08-01,18.157,0.161,Berlin,Germany,52.24N,13.14E
1948-09-01,15.796,0.175,Berlin,Germany,52.24N,13.14E
1948-10-01,9.334,0.196,Berlin,Germany,52.24N,13.14E
1948-11-01,4.8,0.147,Berlin,Germany,52.24N,13.14E
1948-12-01,1.451,0.4,Berlin,Germany,52.24N,13.14E
1949-01-01,1.53,0.327,Berlin,Germany,52.24N,13.14E
1949-02-01,2.49,0.257,Berlin,Germany,52.24N,13.14E
1949-03-01,2.67,0.188,Berlin,Germany,52.24N,13.14E
1949-04-01,10.935,0.144,Berlin,Germany,52.24N,13.14E
1949-05-01,14.028,0.151,Berlin,Germany,52.24N,13.14E
1949-06-01,14.828,0.209,Berlin,Germany,52.24N,13.14E
1949-07-01,18.616,0.207,Berlin,Germany,52.24N,13.14E
1949-08-01,18.381,0.17,Berlin,Germany,52.24N,13.14E
1949-09-01,17.68,0.185,Berlin,Germany,52.24N,13.14E
1949-10-01,11.372,0.223,Berlin,Germany,52.24N,13.14E
1949-11-01,4.337,0.171,Berlin,Germany,52.24N,13.14E
1949-12-01,3.557,0.159,Berlin,Germany,52.24N,13.14E
1950-01-01,-1.624,0.203,Berlin,Germany,52.24N,13.14E
1950-02-01,3,0.232,Berlin,Germany,52.24N,13.14E
1950-03-01,5.492,0.173,Berlin,Germany,52.24N,13.14E
1950-04-01,7.915,0.151,Berlin,Germany,52.24N,13.14E
1950-05-01,15.256,0.217,Berlin,Germany,52.24N,13.14E
1950-06-01,18.408,0.114,Berlin,Germany,52.24N,13.14E
1950-07-01,18.744,0.196,Berlin,Germany,52.24N,13.14E
1950-08-01,19.308,0.158,Berlin,Germany,52.24N,13.14E
1950-09-01,14.091,0.097,Berlin,Germany,52.24N,13.14E
1950-10-01,8.5,0.131,Berlin,Germany,52.24N,13.14E
1950-11-01,4.636,0.242,Berlin,Germany,52.24N,13.14E
1950-12-01,-1.293,0.32,Berlin,Germany,52.24N,13.14E
1951-01-01,0.868,0.158,Berlin,Germany,52.24N,13.14E
1951-02-01,2.305,0.198,Berlin,Germany,52.24N,13.14E
1951-03-01,2.535,0.126,Berlin,Germany,52.24N,13.14E
1951-04-01,8.662,0.244,Berlin,Germany,52.24N,13.14E
1951-05-01,12.293,0.296,Berlin,Germany,52.24N,13.14E
1951-06-01,17.058,0.515,Berlin,Germany,52.24N,13.14E
1951-07-01,18.564,0.245,Berlin,Germany,52.24N,13.14E
1951-08-01,19.386,0.247,Berlin,Germany,52.24N,13.14E
1951-09-01,16.017,0.264,Berlin,Germany,52.24N,13.14E
1951-10-01,8.326,0.347,Berlin,Germany,52.24N,13.14E
1951-11-01,7.064,0.253,Berlin,Germany,52.24N,13.14E
1951-12-01,3.618,0.199,Berlin,Germany,52.24N,13.14E
1952-01-01,0.938,0.27,Berlin,Germany,52.24N,13.14E
1952-02-01,1.055,0.256,Berlin,Germany,52.24N,13.14E
1952-03-01,1.834,0.166,Berlin,Germany,52.24N,13.14E
1952-04-01,11.577,0.219,Berlin,Germany,52.24N,13.14E
1952-05-01,12.964,0.124,Berlin,Germany,52.24N,13.14E
1952-06-01,15.875,0.22,Berlin,Germany,52.24N,13.14E
1952-07-01,18.829,0.205,Berlin,Germany,52.24N,13.14E
1952-08-01,19.35,0.264,Berlin,Germany,52.24N,13.14E
1952-09-01,11.956,0.108,Berlin,Germany,52.24N,13.14E
1952-10-01,7.646,0.085,Berlin,Germany,52.24N,13.14E
1952-11-01,1.991,0.232,Berlin,Germany,52.24N,13.14E
1952-12-01,-0.705,0.216,Berlin,Germany,52.24N,13.14E
1953-01-01,0.118,0.384,Berlin,Germany,52.24N,13.14E
1953-02-01,0.709,0.166,Berlin,Germany,52.24N,13.14E
1953-03-01,5.999,0.192,Berlin,Germany,52.24N,13.14E
1953-04-01,10.189,0.213,Berlin,Germany,52.24N,13.14E
1953-05-01,14.536,0.308,Berlin,Germany,52.24N,13.14E
1953-06-01,18.157,0.303,Berlin,Germany,52.24N,13.14E
1953-07-01,19.471,0.245,Berlin,Germany,52.24N,13.14E
1953-08-01,17.998,0.166,Berlin,Germany,52.24N,13.14E
1953-09-01,14.782,0.144,Berlin,Germany,52.24N,13.14E
1953-10-01,11.578,0.207,Berlin,Germany,52.24N,13.14E
1953-11-01,5.545,0.153,Berlin,Germany,52.24N,13.14E
1953-12-01,2.509,0.214,Berlin,Germany,52.24N,13.14E
1954-01-01,-3.666,0.449,Berlin,Germany,52.24N,13.14E
1954-02-01,-5.193,0.376,Berlin,Germany,52.24N,13.14E
1954-03-01,4.57,0.16,Berlin,Germany,52.24N,13.14E
1954-04-01,6.393,0.192,Berlin,Germany,52.24N,13.14E
1954-05-01,13.834,0.221,Berlin,Germany,52.24N,13.14E
1954-06-01,18.056,0.276,Berlin,Germany,52.24N,13.14E
1954-07-01,15.93,0.184,Berlin,Germany,52.24N,13.14E
1954-08-01,17.591,0.124,Berlin,Germany,52.24N,13.14E
1954-09-01,15.201,0.158,Berlin,Germany,52.24N,13.14E
1954-10-01,10.691,0.282,Berlin,Germany,52.24N,13.14E
1954-11-01,3.841,0.225,Berlin,Germany,52.24N,13.14E
1954-12-01,3.727,0.187,Berlin,Germany,52.24N,13.14E
1955-01-01,-1.824,0.221,Berlin,Germany,52.24N,13.14E
1955-02-01,-2.114,0.291,Berlin,Germany,52.24N,13.14E
1955-03-01,0.699,0.255,Berlin,Germany,52.24N,13.14E
1955-04-01,7.167,0.244,Berlin,Germany,52.24N,13.14E
1955-05-01,11.522,0.249,Berlin,Germany,52.24N,13.14E
1955-06-01,15.559,0.141,Berlin,Germany,52.24N,13.14E
1955-07-01,19.098,0.252,Berlin,Germany,52.24N,13.14E
1955-08-01,18.778,0.29,Berlin,Germany,52.24N,13.14E
1955-09-01,14.946,0.196,Berlin,Germany,52.24N,13.14E
1955-10-01,9.108,0.214,Berlin,Germany,52.24N,13.14E
1955-11-01,4.731,0.279,Berlin,Germany,52.24N,13.14E
1955-12-01,2.638,0.195,Berlin,Germany,52.24N,13.14E
1956-01-01,0.216,0.292,Berlin,Germany,52.24N,13.14E
1956-02-01,-9.646,0.486,Berlin,Germany,52.24N,13.14E
1956-03-01,3.345,0.384,Berlin,Germany,52.24N,13.14E
1956-04-01,5.539,0.213,Berlin,Germany,52.24N,13.14E
1956-05-01,13.634,0.325,Berlin,Germany,52.24N,13.14E
1956-06-01,15.164,0.264,Berlin,Germany,52.24N,13.14E
1956-07-01,18.394,0.268,Berlin,Germany,52.24N,13.14E
1956-08-01,15.629,0.201,Berlin,Germany,52.24N,13.14E
1956-09-01,14.789,0.123,Berlin,Germany,52.24N,13.14E
1956-10-01,9.406,0.228,Berlin,Germany,52.24N,13.14E
1956-11-01,2.322,0.324,Berlin,Germany,52.24N,13.14E
1956-12-01,2.079,0.321,Berlin,Germany,52.24N,13.14E
1957-01-01,0.842,0.295,Berlin,Germany,52.24N,13.14E
1957-02-01,4.309,0.256,Berlin,Germany,52.24N,13.14E
1957-03-01,6.367,0.241,Berlin,Germany,52.24N,13.14E
1957-04-01,8.348,0.391,Berlin,Germany,52.24N,13.14E
1957-05-01,11.016,0.236,Berlin,Germany,52.24N,13.14E
1957-06-01,18.231,0.529,Berlin,Germany,52.24N,13.14E
1957-07-01,19.438,0.469,Berlin,Germany,52.24N,13.14E
1957-08-01,16.493,0.69,Berlin,Germany,52.24N,13.14E
1957-09-01,12.712,0.46,Berlin,Germany,52.24N,13.14E
1957-10-01,10.165,0.42,Berlin,Germany,52.24N,13.14E
1957-11-01,5.373,0.3,Berlin,Germany,52.24N,13.14E
1957-12-01,0.241,0.29,Berlin,Germany,52.24N,13.14E
1958-01-01,-0.17,0.208,Berlin,Germany,52.24N,13.14E
1958-02-01,2.389,0.253,Berlin,Germany,52.24N,13.14E
1958-03-01,0.335,0.175,Berlin,Germany,52.24N,13.14E
1958-04-01,5.798,0.284,Berlin,Germany,52.24N,13.14E
1958-05-01,14.682,0.312,Berlin,Germany,52.24N,13.14E
1958-06-01,15.604,0.306,Berlin,Germany,52.24N,13.14E
1958-07-01,18.654,0.35,Berlin,Germany,52.24N,13.14E
1958-08-01,17.985,0.277,Berlin,Germany,52.24N,13.14E
1958-09-01,15.417,0.244,Berlin,Germany,52.24N,13.14E
1958-10-01,10.632,0.196,Berlin,Germany,52.24N,13.14E
1958-11-01,4.714,0.207,Berlin,Germany,52.24N,13.14E
1958-12-01,2.573,0.239,Berlin,Germany,52.24N,13.14E
1959-01-01,0.444,0.231,Berlin,Germany,52.24N,13.14E
1959-02-01,0.341,0.276,Berlin,Germany,52.24N,13.14E
1959-03-01,7.223,0.407,Berlin,Germany,52.24N,13.14E
1959-04-01,10.491,0.371,Berlin,Germany,52.24N,13.14E
1959-05-01,13.971,0.161,Berlin,Germany,52.24N,13.14E
1959-06-01,17.596,0.206,Berlin,Germany,52.24N,13.14E
1959-07-01,20.677,0.268,Berlin,Germany,52.24N,13.14E
1959-08-01,19.229,0.215,Berlin,Germany,52.24N,13.14E
1959-09-01,14.063,0.474,Berlin,Germany,52.24N,13.14E
1959-10-01,9.122,0.438,Berlin,Germany,52.24N,13.14E
1959-11-01,3.848,0.155,Berlin,Germany,52.24N,13.14E
1959-12-01,1.512,0.223,Berlin,Germany,52.24N,13.14E
1960-01-01,0.167,0.221,Berlin,Germany,52.24N,13.14E
1960-02-01,-0.376,0.211,Berlin,Germany,52.24N,13.14E
1960-03-01,4.437,0.228,Berlin,Germany,52.24N,13.14E
1960-04-01,7.586,0.182,Berlin,Germany,52.24N,13.14E
1960-05-01,13.944,0.26,Berlin,Germany,52.24N,13.14E
1960-06-01,17.581,0.291,Berlin,Germany,52.24N,13.14E
1960-07-01,17.131,0.101,Berlin,Germany,52.24N,13.14E
1960-08-01,17.805,0.421,Berlin,Germany,52.24N,13.14E
1960-09-01,13.982,0.141,Berlin,Germany,52.24N,13.14E
1960-10-01,9.634,0.208,Berlin,Germany,52.24N,13.14E
1960-11-01,6.476,0.268,Berlin,Germany,52.24N,13.14E
1960-12-01,2.292,0.242,Berlin,Germany,52.24N,13.14E
1961-01-01,-1.197,0.233,Berlin,Germany,52.24N,13.14E
1961-02-01,5.136,0.279,Berlin,Germany,52.24N,13.14E
1961-03-01,7.199,0.216,Berlin,Germany,52.24N,13.14E
1961-04-01,11.523,0.296,Berlin,Germany,52.24N,13.14E
1961-05-01,11.636,0.447,Berlin,Germany,52.24N,13.14E
1961-06-01,17.781,0.283,Berlin,Germany,52.24N,13.14E
1961-07-01,16.765,0.248,Berlin,Germany,52.24N,13.14E
1961-08-01,16.993,0.12,Berlin,Germany,52.24N,13.14E
1961-09-01,17.152,0.265,Berlin,Germany,52.24N,13.14E
1961-10-01,11.845,0.337,Berlin,Germany,52.24N,13.14E
1961-11-01,4.362,0.226,Berlin,Germany,52.24N,13.14E
1961-12-01,-1.444,0.261,Berlin,Germany,52.24N,13.14E
1962-01-01,2.182,0.283,Berlin,Germany,52.24N,13.14E
1962-02-01,0.863,0.417,Berlin,Germany,52.24N,13.14E
1962-03-01,1.182,0.263,Berlin,Germany,52.24N,13.14E
1962-04-01,9.971,0.245,Berlin,Germany,52.24N,13.14E
1962-05-01,11.108,0.226,Berlin,Germany,52.24N,13.14E
1962-06-01,15.259,0.429,Berlin,Germany,52.24N,13.14E
1962-07-01,16.224,0.211,Berlin,Germany,52.24N,13.14E
1962-08-01,16.85,0.297,Berlin,Germany,52.24N,13.14E
1962-09-01,13.215,0.31,Berlin,Germany,52.24N,13.14E
1962-10-01,9.881,0.557,Berlin,Germany,52.24N,13.14E
1962-11-01,3.991,0.149,Berlin,Germany,52.24N,13.14E
1962-12-01,-3.171,0.264,Berlin,Germany,52.24N,13.14E
1963-01-01,-8.026,0.288,Berlin,Germany,52.24N,13.14E
1963-02-01,-5.55,0.279,Berlin,Germany,52.24N,13.14E
1963-03-01,3.052,0.378,Berlin,Germany,52.24N,13.14E
1963-04-01,9.022,0.311,Berlin,Germany,52.24N,13.14E
1963-05-01,13.763,0.252,Berlin,Germany,52.24N,13.14E
1963-06-01,17.753,0.225,Berlin,Germany,52.24N,13.14E
1963-07-01,19.603,0.291,Berlin,Germany,52.24N,13.14E
1963-08-01,18.154,0.191,Berlin,Germany,52.24N,13.14E
1963-09-01,15.235,0.212,Berlin,Germany,52.24N,13.14E
1963-10-01,9.327,0.196,Berlin,Germany,52.24N,13.14E
1963-11-01,8.1,0.347,Berlin,Germany,52.24N,13.14E
1963-12-01,-3.039,0.189,Berlin,Germany,52.24N,13.14E
1964-01-01,-2.308,0.242,Berlin,Germany,52.24N,13.14E
1964-02-01,0.032,0.271,Berlin,Germany,52.24N,13.14E
1964-03-01,0.286,0.158,Berlin,Germany,52.24N,13.14E
1964-04-01,9.426,0.18,Berlin,Germany,52.24N,13.14E
1964-05-01,14.486,0.366,Berlin,Germany,52.24N,13.14E
1964-06-01,19.007,0.334,Berlin,Germany,52.24N,13.14E
1964-07-01,19.209,0.329,Berlin,Germany,52.24N,13.14E
1964-08-01,16.973,0.346,Berlin,Germany,52.24N,13.14E
1964-09-01,14.77,0.181,Berlin,Germany,52.24N,13.14E
1964-10-01,7.96,0.338,Berlin,Germany,52.24N,13.14E
1964-11-01,5.288,0.113,Berlin,Germany,52.24N,13.14E
1964-12-01,0.989,0.257,Berlin,Germany,52.24N,13.14E
1965-01-01,1.772,0.265,Berlin,Germany,52.24N,13.14E
1965-02-01,-1.397,0.447,Berlin,Germany,52.24N,13.14E
1965-03-01,2.397,0.339,Berlin,Germany,52.24N,13.14E
1965-04-01,7.899,0.102,Berlin,Germany,52.24N,13.14E
1965-05-01,12.095,0.362,Berlin,Germany,52.24N,13.14E
1965-06-01,16.931,0.414,Berlin,Germany,52.24N,13.14E
1965-07-01,16.567,0.356,Berlin,Germany,52.24N,13.14E
1965-08-01,16.398,0.244,Berlin,Germany,52.24N,13.14E
1965-09-01,14.791,0.181,Berlin,Germany,52.24N,13.14E
1965-10-01,9.033,0.296,Berlin,Germany,52.24N,13.14E
1965-11-01,0.764,0.255,Berlin,Germany,52.24N,13.14E
1965-12-01,2.758,0.335,Berlin,Germany,52.24N,13.14E
1966-01-01,-3.004,0.508,Berlin,Germany,52.24N,13.14E
1966-02-01,1.946,0.318,Berlin,Germany,52.24N,13.14E
1966-03-01,4.384,0.373,Berlin,Germany,52.24N,13.14E
1966-04-01,9.44,0.38,Berlin,Germany,52.24N,13.14E
1966-05-01,14.374,0.329,Berlin,Germany,52.24N,13.14E
1966-06-01,18.696,0.32,Berlin,Germany,52.24N,13.14E
1966-07-01,17.76,0.275,Berlin,Germany,52.24N,13.14E
1966-08-01,17.292,0.337,Berlin,Germany,52.24N,13.14E
1966-09-01,13.808,0.316,Berlin,Germany,52.24N,13.14E
1966-10-01,11.983,0.28,Berlin,Germany,52.24N,13.14E
1966-11-01,3.122,0.164,Berlin,Germany,52.24N,13.14E
1966-12-01,2.241,0.195,Berlin,Germany,52.24N,13.14E
1967-01-01,0.665,0.185,Berlin,Germany,52.24N,13.14E
1967-02-01,3.529,0.236,Berlin,Germany,52.24N,13.14E
1967-03-01,6.902,0.313,Berlin,Germany,52.24N,13.14E
1967-04-01,7.481,0.139,Berlin,Germany,52.24N,13.14E
1967-05-01,14.389,0.325,Berlin,Germany,52.24N,13.14E
1967-06-01,16.181,0.238,Berlin,Germany,52.24N,13.14E
1967-07-01,19.936,0.432,Berlin,Germany,52.24N,13.14E
1967-08-01,18.022,0.347,Berlin,Germany,52.24N,13.14E
1967-09-01,15.766,0.249,Berlin,Germany,52.24N,13.14E
1967-10-01,12.289,0.252,Berlin,Germany,52.24N,13.14E
1967-11-01,4.779,0.13,Berlin,Germany,52.24N,13.14E
1967-12-01,1.061,0.136,Berlin,Germany,52.24N,13.14E
1968-01-01,-0.913,0.226,Berlin,Germany,52.24N,13.14E
1968-02-01,0.982,0.214,Berlin,Germany,52.24N,13.14E
